num_samples,num_demonstrations,bert_score,bleu_score,accuracy
99,0,0.7649959325790405,0.0,0.0
98,1,0.9634483456611633,0.5,0.5
98,2,0.9695500135421753,0.5918367346938775,0.5918367346938775
97,3,0.9684668183326721,0.5773195876288659,0.5773195876288659
90,4,0.9635276198387146,0.5111111111111111,0.5111111111111111
