num_samples,num_demonstrations,bert_score,bleu_score,accuracy
100,0,0.7977281808853149,0.027747844827586216,0.03
100,1,0.8318724036216736,0.03727581760637674,0.22
100,2,0.8349304795265198,0.041351549158331294,0.24
100,3,0.8339626789093018,0.03789423192229283,0.22
