num_samples,num_demonstrations,bert_score,bleu_score,accuracy
100,0,0.8199849128723145,0.10823170731707317,0.01
100,1,0.9037393927574158,0.3300852618757612,0.26
100,2,0.9027410745620728,0.3209580838323354,0.22
100,3,0.9158106446266174,0.3968058968058968,0.38
100,4,0.9045935869216919,0.32377538829151736,0.26
