num_samples,num_demonstrations,bert_score,bleu_score,bleurt
100,0,0.7971488833427429,0.11605089682661354,-0.6018739446997643
100,1,0.8077992796897888,0.1356572044908565,-0.4991950835380703
100,2,0.8049991130828857,0.1348455260127184,-0.5143755966518074
