num_samples,num_demonstrations,bert_score,bleu_score,accuracy,bleurt
98,0,0.731266438961029,0.0,0.0,-1.123038077688947
97,1,0.8428068161010742,0.04648956356736243,0.5051546391752577,-0.9351596442080036
96,2,0.8427908420562744,0.05019305019305019,0.5416666666666666,-0.8659617293936511
