num_samples,num_demonstrations,bert_score,bleu_score,bleurt
99,0,0.8297659158706665,0.2104239054899236,-0.5353696292096918
100,1,0.8387107849121094,0.20899798163942968,-0.5176863081846386
100,2,0.8364058136940002,0.20062408223201172,-0.5157243742141873
