num_samples,num_demonstrations,bert_score,bleu_score,bleurt_score
100,0,0.7509427666664124,0.03248259860788864,-0.4751276156399399
100,1,0.8027971386909485,0.08090636019328717,-0.35539841655641796
100,2,0.8011329174041748,0.07939508506616258,-0.3086657877638936
