num_samples,num_demonstrations,bert_score,bleu_score,accuracy,bleurt_score
100,0,0.8333497047424316,0.11929595827900913,0.11,-1.0252765116095544
100,1,0.8770709037780762,0.19182200841852073,0.29,-0.7883504788577557
100,2,0.8815850615501404,0.1878680800942285,0.33,-0.7802353551983834
