num_samples,num_demonstrations,bert_score,bleu_score,bleurt_score
100,0,0.797648549079895,0.09780553957425825,-0.7766094271838665
100,1,0.8341813683509827,0.14741583326971522,-0.46059211403131484
100,2,0.8392828106880188,0.15131682699889606,-0.42110699608922003
