num_samples,num_demonstrations,bert_score,bleu_score,bleurt_score
100,0,0.8078867197036743,0.046691220149697045,-0.8613016487751156
100,1,0.8228566646575928,0.03549399415647657,-0.8354343171417713
100,2,0.8295220136642456,0.02991315535541975,-0.7734788580238819
