num_samples,num_demonstrations,bert_score,bleu_score,bleurt
100,0,0.8616596460342407,0.27299703264094954,-0.5062729597464204
100,1,0.8597749471664429,0.24598018515510803,-0.7164880449324846
100,2,0.856395959854126,0.23889025288485147,-0.4669262692332268
