num_samples,num_demonstrations,bert_score,bleu_score,bleurt_score
100,0,0.7933433055877686,0.018747466558573164,-1.3456758615747093
94,1,0.8104256987571716,0.017879948914431665,-1.6742899214967768
90,2,0.8098316788673401,0.014472097357745855,-1.6640687088171642
