num_samples,num_demonstrations,bert_score,bleu_score,accuracy,bleurt
98,0,0.7312663197517395,0.0,0.0,-1.2845554804923582
98,1,0.8418709635734558,0.04802259887005649,0.5204081632653061,-1.7681848869031789
97,2,0.8418686985969543,0.049010367577756835,0.5360824742268041,-1.7555534815050893
94,3,0.8414415121078491,0.04667328699106256,0.5,-1.7580221396811464
89,4,0.8409162163734436,0.051867219917012444,0.5617977528089888,-1.773363453618596
