num_samples,num_demonstrations,bert_score,bleu_score,accuracy,bleurt_score
100,0,0.832612156867981,0.11261261261261261,0.12,-1.2321110861375928
100,1,0.8771406412124634,0.19854721549636806,0.31,-1.0235528115928174
100,2,0.8791776299476624,0.17512548800892355,0.31,-1.0292682868242264
100,3,0.8835601806640625,0.19610159480212644,0.3,-0.9838540601730347
100,4,0.8782548308372498,0.18694362017804156,0.3,-1.0331500747799873
