num_samples,num_demonstrations,bert_score,bleu_score,accuracy,bleurt
100,0,0.8133628368377686,0.0,0.01,-1.572296451330185
100,1,0.8403439521789551,0.04221635883905013,0.5,-1.7808492839336396
100,2,0.8443676233291626,0.04715302491103202,0.55,-1.7341575622558594
100,3,0.8402378559112549,0.03766816143497757,0.4,-1.692926723062992
100,4,0.8440481424331665,0.03826086956521739,0.44,-1.7291670340299605
