num_samples,num_demonstrations,bert_score,bleu_score,bleurt
99,0,0.8535383343696594,0.20157170923379175,-0.9331883152928016
100,1,0.8808724284172058,0.24790693575394374,-0.6970179220661521
100,2,0.8890030384063721,0.25721216321580176,-0.5992301335185766
